1,640.04224,239.415,684.4917,322.1303
1,498.82233,156.9143,530.24286,232.83879
1,252.6331,219.26183,282.61972,308.29706
2,497.78815,158.86185,530.3298,233.24953
2,256.52835,217.61575,299.79813,307.1899
2,634.86285,240.90009,681.6415,324.16837
3,497.00204,159.61555,529.5127,236.40648
3,632.6701,240.10803,673.14996,324.81488
3,257.27472,216.82144,308.46613,306.50592
4,617.782,239.13939,650.7146,323.27383
4,495.01154,160.03346,522.1642,236.47905
4,274.3561,216.17307,307.96967,302.74036
5,597.98663,240.59648,647.68945,323.00717
5,493.77554,160.3864,518.65717,238.17963
5,280.64224,212.44334,315.20764,299.53592
6,591.2936,240.98683,644.4524,323.99118
6,281.53467,210.76286,321.83432,302.9333
6,484.4604,161.46925,515.6993,239.55615
7,286.2122,213.39488,328.28952,300.91483
7,483.1158,163.71541,514.28503,241.3246
7,592.6454,240.5263,632.07544,325.27563
8,482.6681,163.6505,513.3832,241.51013
8,585.52563,235.88472,611.3712,322.93048
8,292.95947,213.8807,331.08957,294.49176
9,572.947,237.16026,605.973,323.95697
9,477.55573,164.50575,506.6322,241.17401
9,301.03275,211.3801,333.03088,295.9486
10,555.76215,239.25218,603.6557,324.48923
10,472.56943,163.50746,503.00653,242.2932
10,307.75873,208.73978,336.503,292.46487
11,315.62448,205.7707,356.27637,292.26065
11,549.9559,236.97836,581.38947,325.0132
11,465.44867,165.70541,502.00903,245.59535
11,747.8857,314.50073,767.643,409.02234
12,542.4309,236.45297,566.5827,324.7145
12,317.7005,205.69801,357.80856,291.56918
12,462.42188,166.84804,497.22943,246.40889
12,745.0586,299.1512,767.7484,409.1808
13,738.8561,295.67224,768.0,407.67526
13,322.3622,204.29994,358.66284,290.65485
13,525.2038,236.90343,564.3016,324.6828
13,463.21436,167.53514,488.50882,246.7475
14,726.6475,293.88324,766.2236,406.8193
14,334.57928,200.75371,367.27448,284.71
14,508.5119,237.0227,555.4311,322.54428
14,450.96164,169.8901,479.6547,248.83698
15,720.7307,290.14252,765.8778,405.34146
15,335.81726,200.38094,370.99857,283.59583
15,443.12463,172.02754,480.73517,249.64899
15,507.68524,235.45181,535.50574,321.3559
16,719.51544,287.40186,762.45355,395.36612
16,339.90033,198.57068,376.4609,284.26294
16,499.7119,235.25468,525.37604,321.42938
16,440.6599,171.41571,481.875,251.30235
16,434.9607,172.54758,454.1922,247.35974
17,344.68954,198.01785,378.01794,281.7953
17,716.5294,285.52798,756.77313,390.73532
17,480.90427,235.83751,522.8059,321.29138
17,441.14603,170.0987,473.42102,250.33395
17,753.6332,288.17038,767.44135,381.95023
18,353.45108,193.39505,390.64426,277.0332
18,702.63855,280.67508,746.20435,389.6884
18,470.5977,234.79463,513.3842,320.25555
18,744.39056,278.1503,768.0,382.9629
18,432.8282,171.8596,458.808,219.7524
19,356.25446,194.11067,397.5834,276.59558
19,697.99005,281.1817,742.48285,388.678
19,466.95547,233.15701,498.23843,317.82196
19,735.5261,278.43225,768.0,385.2981
19,434.37994,175.45464,455.3563,218.5856
20,357.5555,193.09119,397.62924,275.42593
20,730.91956,275.56638,768.0,383.78366
20,697.14453,278.2692,740.1882,385.28168
20,459.67822,231.16435,486.44403,317.74078
20,739.87445,251.61966,765.073,290.75217
21,685.82184,272.11658,723.03284,377.11746
21,362.4271,191.47676,400.41296,274.54822
21,437.2147,232.07341,482.7663,318.5095
21,728.17444,272.03122,756.86914,369.13257
21,412.88904,168.8203,425.86234,202.87221
22,680.2148,270.33517,718.0911,376.1481
22,363.7207,189.83226,402.3391,274.36078
22,719.4495,269.9429,752.676,367.72058
22,437.05145,229.77534,467.75513,314.88464
22,408.93268,167.66205,426.85562,204.87564
23,674.4072,270.22308,713.2931,374.20038
23,363.8204,189.0249,399.72058,272.4508
23,706.9211,268.03183,750.3523,369.84723
23,433.5653,228.88495,461.12323,313.5699
23,401.52386,169.05353,423.34158,255.03668
23,403.3441,169.73077,422.9965,216.10344
24,665.26624,266.7619,705.3411,370.4036
24,702.25464,262.89334,741.9078,366.05573
24,369.4528,188.29935,399.48312,271.3598
24,395.3835,175.78185,417.27185,253.64891
24,409.961,187.9975,451.51697,310.1783
24,417.01434,236.9568,450.53885,312.47775
25,662.51855,263.3823,698.02594,366.1001
25,696.84973,260.53436,732.5371,359.0183
25,371.8517,187.8932,399.77197,271.06082
25,406.0196,184.56863,448.83572,308.77478
25,390.81256,174.16948,416.04547,254.50679
26,657.8346,261.4283,693.5312,366.10205
26,691.4439,260.39307,729.18604,355.6538
26,372.99915,187.09926,401.1288,270.93237
26,387.25226,175.55847,414.90994,253.64424
26,408.34,220.20456,443.37286,299.40448
27,685.6391,259.8718,728.2818,358.15036
27,654.0829,261.4826,688.1935,362.98254
27,374.30676,188.11899,403.73697,269.80612
27,399.4069,190.99736,441.12827,303.19724
27,383.98972,177.22066,414.50656,256.82962
27,405.72946,230.59212,437.52637,303.40274
28,680.44794,257.4629,722.4852,357.79803
28,640.65594,261.28885,684.4732,361.98404
28,374.09433,183.15375,407.32687,269.1057
28,404.09564,233.98766,433.92328,304.32678
28,383.55447,176.73122,414.75635,242.56781
28,395.36087,187.59027,434.63464,304.64243
28,656.96075,260.3138,700.3734,362.5413
29,638.0943,256.40732,679.8938,358.77
29,677.67053,252.42265,708.79614,346.99966
29,375.84286,182.51543,404.94925,265.31223
29,401.7047,230.4536,429.88223,302.08618
29,385.152,178.74347,412.64432,258.54434
30,634.2483,255.47525,671.44604,355.0549
30,672.7565,249.99461,702.3011,345.53287
30,376.76477,182.51811,405.75964,264.9728
30,400.98184,228.5176,428.33813,296.34406
30,392.36243,181.66351,409.59598,263.12164
31,627.1498,252.9189,665.7433,354.1027
31,664.5182,249.23917,696.5566,343.69034
31,377.61044,181.27211,407.2634,263.98282
31,399.80927,226.32263,429.30756,292.88162
32,619.5565,250.58795,658.12366,351.0668
32,650.4165,248.66597,693.1329,342.89264
32,377.25537,179.16437,408.65292,263.5764
32,399.76907,210.79077,433.3906,293.346
33,614.08203,248.63962,654.56335,349.68686
33,647.34454,245.16115,689.07666,341.7528
33,380.30234,178.704,406.4919,265.6059
33,390.68677,177.19354,440.62827,288.72446
33,379.3192,179.136,401.09305,223.92717
34,609.35944,244.70715,648.90063,347.15695
34,643.67474,245.05348,675.0482,337.9763
34,387.24753,184.17255,415.17255,264.1697
34,382.56302,179.57901,402.30142,261.44122
34,377.76663,180.65282,393.96225,256.28372
34,378.17172,178.36523,399.86377,226.62791
35,608.9148,244.88524,644.0483,344.05066
35,636.0251,243.5521,670.7769,336.15112
35,389.30286,183.1685,414.82986,264.42233
35,378.55713,178.06021,396.81235,257.65967
35,383.24152,180.21602,405.2704,262.18646
35,405.96024,187.3786,436.3639,284.31238
36,605.0651,241.85825,640.14453,342.94113
36,634.0247,244.12563,669.5967,335.26633
36,391.63663,181.90646,415.50894,264.7396
36,377.19714,177.1711,396.45898,257.22363
36,406.2777,189.30774,435.8,283.21255
37,591.2933,241.16597,633.38116,338.4045
37,624.56586,238.54503,662.5043,336.9211
37,375.2173,178.92389,399.20346,257.68076
37,390.864,182.16148,417.8884,262.04877
37,411.01453,196.31891,447.49997,277.83115
38,591.7691,239.86807,633.3897,337.77914
38,619.8118,238.42982,654.4196,333.79337
38,375.0514,178.92882,400.7332,258.2998
38,393.93362,182.0788,420.46823,262.80872
38,418.31668,194.33952,448.5463,275.57938
39,613.3592,235.69203,644.3294,327.36945
39,588.2056,238.48984,622.7777,333.05838
39,374.60806,178.90079,400.47586,257.37152
39,394.01807,182.70428,422.7986,263.3514
39,430.62933,196.11359,452.41116,272.40186
39,412.1211,194.90407,450.52737,274.42648
40,574.31354,235.38322,607.921,331.41583
40,598.9921,233.04616,637.0936,326.2584
40,375.4341,177.49072,401.79053,257.26935
40,436.2711,195.28291,457.6627,272.25497
40,396.66684,183.93666,418.34412,262.1807
40,752.8486,295.38416,767.562,399.86676
40,439.7747,175.72496,452.37448,202.48032
41,567.7052,234.07034,605.1222,330.97345
41,734.42957,282.9835,767.501,394.50735
41,599.54865,231.71037,634.3576,324.83475
41,376.28036,176.51154,401.2505,256.69073
41,437.47797,192.19247,460.2307,268.5802
41,398.68454,183.6579,421.68222,262.5818
42,728.83856,280.04825,768.0,392.54776
42,564.8492,232.90378,602.5744,331.3296
42,594.9754,227.24844,630.50507,322.66455
42,442.18524,189.52403,461.81082,267.39667
42,378.27066,177.33487,401.74615,257.16074
42,398.18375,181.73946,419.66937,261.30777
43,730.7029,279.74445,768.0,398.6179
43,560.9527,230.40572,594.82416,325.47903
43,590.0232,226.63739,622.86584,317.30212
43,442.22113,186.83208,464.3587,263.54123
43,378.75418,177.3752,403.6361,256.54892
43,573.3232,228.05588,609.9209,322.63675
43,400.0193,182.62296,418.86444,259.76892
44,720.4096,270.90317,760.6311,387.23425
44,582.46344,224.9408,617.792,316.13757
44,550.5298,227.80086,581.71045,323.1849
44,442.73047,184.69965,469.16312,261.21872
44,379.6854,176.044,405.32556,255.47534
44,402.5244,184.4554,416.28473,227.80408
44,405.30496,184.25867,426.1149,260.4706
45,711.4067,272.84357,752.9569,386.62067
45,540.4974,226.35738,578.80963,321.06107
45,578.45374,223.14246,617.51465,315.9031
45,443.3256,183.97552,470.5021,260.92996
45,379.0161,175.70781,403.93954,257.8646
45,402.9307,184.05278,417.7947,226.96896
45,407.38434,185.2171,429.73105,260.64792
46,705.6609,271.83063,749.54297,385.2234
46,575.4503,222.54305,614.7548,313.88928
46,444.76715,183.6409,472.90454,256.94464
46,534.1675,226.85086,579.26483,321.04465
46,377.96588,176.12607,406.15305,258.57767
46,407.19446,185.17345,429.605,261.30615
46,404.28183,183.23395,419.91635,225.40443
47,699.2846,270.188,745.81354,383.52078
47,535.4982,225.39215,575.3511,320.04727
47,444.93658,182.03708,473.13712,253.49132
47,573.7519,220.68636,607.97284,310.9013
47,377.5024,176.10387,404.79904,259.03323
47,404.64148,181.91562,421.3157,229.88914
47,406.40536,185.53528,428.2822,260.6735
48,698.8809,262.30896,729.1736,374.53986
48,522.1426,220.91696,556.8999,313.35062
48,569.8414,217.34082,597.7996,305.93417
48,375.36603,177.1973,400.96094,258.91495
48,443.5013,179.56612,469.5754,251.376
48,405.88904,182.52222,424.71793,231.21236
48,406.0357,183.95589,429.27295,260.48215
48,439.6828,175.55174,448.87433,199.67894
49,515.2953,220.54082,553.4769,313.91757
49,693.23474,259.7535,723.2247,374.28546
49,560.1093,217.22186,595.6117,305.81113
49,374.82574,177.32637,400.95587,258.56314
49,440.5147,177.80371,468.5532,249.96806
49,406.566,182.70956,424.80276,228.28226
49,406.72882,185.74075,430.62927,260.39273
50,678.7269,258.88464,718.8079,371.72006
50,552.82245,216.5825,594.8539,305.8945
50,374.59848,178.0708,400.1203,258.41208
50,510.50308,220.73802,549.9817,312.23044
50,438.03543,176.91667,465.95825,247.81708
50,406.44724,181.83727,424.70456,227.75984
51,667.65204,257.38235,715.0589,368.82608
51,504.97113,216.81425,540.98645,308.7663
51,552.1142,214.13052,587.7206,302.75443
51,374.1709,178.37192,400.42038,258.0731
51,433.84814,176.45573,457.63257,243.8736
51,409.19913,180.63223,426.3648,207.1008
51,408.38705,186.70364,433.57028,261.8727
52,667.356,255.42352,712.31366,367.1813
52,503.63986,215.30998,536.018,306.07117
52,548.59406,212.53795,578.60364,297.91415
52,374.2412,177.94121,400.9787,258.07773
52,432.55045,175.41878,455.01306,242.6278
52,431.68024,176.74712,451.22192,216.45491
52,408.23087,184.0831,430.46472,261.43063
53,661.16876,252.46645,698.88586,361.44424
53,502.62915,214.02243,532.68713,306.5983
53,543.47504,212.74239,571.9304,298.00833
53,374.15796,177.3011,401.813,258.66724
53,431.4252,175.80473,445.56683,203.07098
53,406.79053,180.14027,429.1776,260.87564
53,439.66086,175.04741,452.48825,201.0317
54,654.3449,249.70457,693.7665,358.40286
54,538.16345,211.57802,569.09503,296.87146
54,374.31735,176.55054,400.187,258.77722
54,497.45947,213.63983,529.6042,305.62402
54,406.4993,170.17322,427.36728,259.8606
54,411.77295,167.68932,426.1591,193.51495
55,643.7797,249.05273,684.23267,357.66348
55,530.59973,210.76001,564.2409,293.90613
55,489.6599,213.07071,524.71094,303.04886
55,375.09576,176.27194,398.26892,258.87793
55,403.32727,170.51361,426.58652,235.51884
55,408.09155,169.9945,426.50113,208.06415
56,640.3609,247.85437,679.1136,357.74402
56,485.23724,210.09886,520.3604,301.0643
56,527.10693,207.69362,559.98364,295.52765
56,375.35434,177.25641,398.8404,258.4168
56,402.54727,167.08792,426.51132,252.64159
56,405.7742,169.06229,426.14185,210.1853
57,640.4092,243.70299,672.14545,354.98453
57,478.80283,208.74152,517.08746,296.7522
57,525.4527,207.21385,555.1588,290.4905
57,376.17996,177.79855,398.23715,258.97202
57,400.38004,166.57433,424.52234,261.5466
58,470.57324,209.0503,511.6236,297.26117
58,632.84344,239.12115,662.53906,348.03
58,515.1064,204.54218,549.37415,288.7404
58,377.30048,173.66202,400.25665,258.72568
58,397.28317,178.75865,424.4302,262.47614
58,399.40225,182.48613,416.9205,237.46541
58,389.35156,170.34436,407.90564,236.41698
58,378.17377,169.635,422.66898,261.0221
59,620.4187,238.46603,659.6553,346.4271
59,468.41888,208.173,509.51068,296.00824
59,510.6671,204.648,546.9651,289.0658
59,377.31323,170.42613,403.07645,259.7985
59,400.8564,182.75584,425.1722,263.0036
60,619.9326,238.99535,657.04694,346.38095
60,465.6023,207.31999,507.9736,297.41763
60,510.5528,202.3645,544.15027,288.6795
60,374.50922,171.7133,399.92267,257.4055
60,398.84454,183.6435,423.65393,263.33545
61,615.056,234.14943,650.409,341.26636
61,465.51025,204.4953,501.24475,293.20822
61,502.1954,200.56953,531.5361,281.91614
61,364.61456,169.12494,382.30832,237.34972
61,378.21475,179.45474,398.22968,258.56244
61,399.77087,184.78502,422.26596,263.00476
62,610.0741,230.67867,647.875,335.12384
62,466.1108,202.10333,498.60837,289.49817
62,497.34314,200.46088,528.17993,282.3165
62,357.17847,168.27599,377.5571,237.66446
62,376.49155,181.1786,397.4978,258.72153
62,399.48996,184.47186,423.4552,263.1961
63,609.2768,228.46255,647.24414,335.53293
63,466.12302,201.53584,497.52777,288.53094
63,495.75818,199.44765,527.0565,282.59723
63,344.72845,170.44405,378.35773,238.02063
63,374.77866,180.92065,397.93524,258.73615
63,400.17386,184.73877,424.59882,262.96396
64,607.1172,228.30226,642.9022,334.6344
64,465.35168,200.64459,493.54028,285.85614
64,494.56677,199.16003,524.4223,280.87573
64,341.85666,170.09663,377.71317,238.16862
64,373.1272,180.96992,398.80414,259.32333
64,398.2062,182.05167,426.24774,261.95163
65,604.4526,225.19545,637.01355,329.54602
65,458.80923,198.86299,489.7959,285.3406
65,492.56436,195.74213,519.62134,278.19833
65,370.0415,180.2593,399.55023,259.4055
65,335.214,167.26509,356.60568,236.44086
65,401.55472,182.21663,426.23306,262.35056
65,402.55545,182.44795,422.6024,231.46532
66,602.5189,221.89923,634.54285,325.5584
66,491.16092,195.11443,517.8146,275.01083
66,455.53403,197.56071,487.5296,281.96805
66,328.90375,167.94974,352.71594,237.04004
66,369.68475,178.57602,400.28973,259.70667
66,404.82858,182.60574,425.16336,229.39384
66,403.21768,183.22374,427.61133,260.94452
67,601.16284,218.69746,631.86456,320.7437
67,488.96323,192.82733,516.1642,274.57346
67,450.9714,194.60501,485.26764,280.0338
67,320.31595,169.64417,350.55487,236.24492
67,366.911,179.3009,399.6732,259.65887
67,405.152,182.1829,425.7106,225.39235
67,404.8584,177.61574,426.68307,260.14536
68,598.03534,217.21216,630.67444,318.80115
68,448.70166,194.62798,483.61176,279.52966
68,486.5238,193.63362,515.4479,275.0884
68,372.5764,179.4526,400.79443,259.54782
68,315.91174,168.90593,346.30396,235.64427
68,406.4305,180.60432,425.62192,227.59215
68,405.25043,180.0586,428.77243,261.8689
69,593.64154,213.84987,625.2871,316.66547
69,444.75476,194.11342,478.77844,279.88394
69,483.1487,192.38612,511.21674,272.3067
69,372.12384,179.44586,399.09717,259.67136
69,306.88187,166.74654,328.3565,235.00423
69,405.95926,180.35364,428.3014,258.1082
69,406.97226,180.92184,425.57724,226.92293
70,590.28906,211.22276,622.9079,313.107
70,443.97394,191.25163,476.97913,278.93774
70,297.52094,168.09999,327.9315,234.34091
70,480.07626,189.53726,509.09283,270.94336
70,369.59872,179.32384,399.928,259.8451
70,407.15213,181.66164,425.4849,224.0868
70,405.91907,183.08244,429.09195,261.8942
